Ref_Date,GEO,DON,Value
2012,"Abbotsford-Mission, British Columbia",Percentage of persons aged 65 years and over,15
2012,"Abbotsford-Mission, British Columbia","Percentage of persons with total income $15,000 and over",74
2012,"Abbotsford-Mission, British Columbia","Percentage of persons with total income $25,000 and over",54
2012,"Abbotsford-Mission, British Columbia","Percentage of persons with total income $35,000 and over",40
2012,"Abbotsford-Mission, British Columbia","Percentage of persons with total income $50,000 and over",25
2012,"Abbotsford-Mission, British Columbia","Percentage of persons with total income $75,000 and over",11
2012,"Abbotsford-Mission, British Columbia","Percentage of persons with total income $100,000 and over",4
2012,"Vancouver, British Columbia",Number of persons,2287620
2012,"Vancouver, British Columbia",Percentage of persons aged 0 to 24 years,28
2012,"Vancouver, British Columbia",Percentage of persons aged 25 to 44 years,29
2012,"Vancouver, British Columbia",Percentage of persons aged 45 to 64 years,29
2012,"Vancouver, British Columbia",Percentage of persons aged 65 years and over,14
2012,"Vancouver, British Columbia","Percentage of persons with total income $15,000 and over",73
2012,"Vancouver, British Columbia","Percentage of persons with total income $25,000 and over",55
2012,"Vancouver, British Columbia","Percentage of persons with total income $35,000 and over",43
2012,"Vancouver, British Columbia","Percentage of persons with total income $50,000 and over",29
2012,"Vancouver, British Columbia","Percentage of persons with total income $75,000 and over",14
2012,"Vancouver, British Columbia","Percentage of persons with total income $100,000 and over",7
2012,"Squamish, British Columbia",Number of persons,17780
2012,"Squamish, British Columbia",Percentage of persons aged 0 to 24 years,31
2012,"Squamish, British Columbia",Percentage of persons aged 25 to 44 years,33
2012,"Squamish, British Columbia",Percentage of persons aged 45 to 64 years,25
2012,"Squamish, British Columbia",Percentage of persons aged 65 years and over,11
2012,"Squamish, British Columbia","Percentage of persons with total income $15,000 and over",79
2012,"Squamish, British Columbia","Percentage of persons with total income $25,000 and over",63
2012,"Squamish, British Columbia","Percentage of persons with total income $35,000 and over",50
2012,"Squamish, British Columbia","Percentage of persons with total income $50,000 and over",33
2012,"Squamish, British Columbia","Percentage of persons with total income $75,000 and over",15
2012,"Squamish, British Columbia","Percentage of persons with total income $100,000 and over",7
2012,"Victoria, British Columbia",Number of persons,328140
2012,"Victoria, British Columbia",Percentage of persons aged 0 to 24 years,25
2012,"Victoria, British Columbia",Percentage of persons aged 25 to 44 years,26
2012,"Victoria, British Columbia",Percentage of persons aged 45 to 64 years,30
2012,"Victoria, British Columbia",Percentage of persons aged 65 years and over,20
2012,"Victoria, British Columbia","Percentage of persons with total income $15,000 and over",80
2012,"Victoria, British Columbia","Percentage of persons with total income $25,000 and over",63
2012,"Victoria, British Columbia","Percentage of persons with total income $35,000 and over",50
2012,"Victoria, British Columbia","Percentage of persons with total income $50,000 and over",33
2012,"Victoria, British Columbia","Percentage of persons with total income $75,000 and over",15
2012,"Victoria, British Columbia","Percentage of persons with total income $100,000 and over",7
2012,"Duncan, British Columbia",Number of persons,42760
2012,"Duncan, British Columbia",Percentage of persons aged 0 to 24 years,28
2012,"Duncan, British Columbia",Percentage of persons aged 25 to 44 years,21
2012,"Duncan, British Columbia",Percentage of persons aged 45 to 64 years,30
2012,"Duncan, British Columbia",Percentage of persons aged 65 years and over,21
2012,"Duncan, British Columbia","Percentage of persons with total income $15,000 and over",76
2012,"Duncan, British Columbia","Percentage of persons with total income $25,000 and over",55
2012,"Duncan, British Columbia","Percentage of persons with total income $35,000 and over",41
2012,"Duncan, British Columbia","Percentage of persons with total income $50,000 and over",24
2012,"Duncan, British Columbia","Percentage of persons with total income $75,000 and over",11
2012,"Duncan, British Columbia","Percentage of persons with total income $100,000 and over",4
2012,"Nanaimo, British Columbia",Number of persons,94290
2012,"Nanaimo, British Columbia",Percentage of persons aged 0 to 24 years,27
2012,"Nanaimo, British Columbia",Percentage of persons aged 25 to 44 years,23
2012,"Nanaimo, British Columbia",Percentage of persons aged 45 to 64 years,30
2012,"Nanaimo, British Columbia",Percentage of persons aged 65 years and over,20
2012,"Nanaimo, British Columbia","Percentage of persons with total income $15,000 and over",77
2012,"Nanaimo, British Columbia","Percentage of persons with total income $25,000 and over",58
2012,"Nanaimo, British Columbia","Percentage of persons with total income $35,000 and over",44
2012,"Nanaimo, British Columbia","Percentage of persons with total income $50,000 and over",26
2012,"Nanaimo, British Columbia","Percentage of persons with total income $75,000 and over",11
2012,"Nanaimo, British Columbia","Percentage of persons with total income $100,000 and over",5
2012,"Parksville, British Columbia",Number of persons,27770
2012,"Parksville, British Columbia",Percentage of persons aged 0 to 24 years,18
2012,"Parksville, British Columbia",Percentage of persons aged 25 to 44 years,13
2012,"Parksville, British Columbia",Percentage of persons aged 45 to 64 years,30
2012,"Parksville, British Columbia",Percentage of persons aged 65 years and over,39
2012,"Parksville, British Columbia","Percentage of persons with total income $15,000 and over",80
2012,"Parksville, British Columbia","Percentage of persons with total income $25,000 and over",58
2012,"Parksville, British Columbia","Percentage of persons with total income $35,000 and over",42
2012,"Parksville, British Columbia","Percentage of persons with total income $50,000 and over",25
2012,"Parksville, British Columbia","Percentage of persons with total income $75,000 and over",10
2012,"Parksville, British Columbia","Percentage of persons with total income $100,000 and over",4
2012,"Port Alberni, British Columbia",Number of persons,24700
2012,"Port Alberni, British Columbia",Percentage of persons aged 0 to 24 years,28
2012,"Port Alberni, British Columbia",Percentage of persons aged 25 to 44 years,20
2012,"Port Alberni, British Columbia",Percentage of persons aged 45 to 64 years,31
2012,"Port Alberni, British Columbia",Percentage of persons aged 65 years and over,21
2012,"Port Alberni, British Columbia","Percentage of persons with total income $15,000 and over",75
2012,"Port Alberni, British Columbia","Percentage of persons with total income $25,000 and over",55
2012,"Port Alberni, British Columbia","Percentage of persons with total income $35,000 and over",40
2012,"Port Alberni, British Columbia","Percentage of persons with total income $50,000 and over",23
2012,"Port Alberni, British Columbia","Percentage of persons with total income $75,000 and over",10
2012,"Port Alberni, British Columbia","Percentage of persons with total income $100,000 and over",4
2012,"Courtenay, British Columbia",Number of persons,54370
2012,"Courtenay, British Columbia",Percentage of persons aged 0 to 24 years,25
2012,"Courtenay, British Columbia",Percentage of persons aged 25 to 44 years,21
2012,"Courtenay, British Columbia",Percentage of persons aged 45 to 64 years,31
2012,"Courtenay, British Columbia",Percentage of persons aged 65 years and over,24
2012,"Courtenay, British Columbia","Percentage of persons with total income $15,000 and over",78
2012,"Courtenay, British Columbia","Percentage of persons with total income $25,000 and over",58
2012,"Courtenay, British Columbia","Percentage of persons with total income $35,000 and over",44
2012,"Courtenay, British Columbia","Percentage of persons with total income $50,000 and over",27
2012,"Courtenay, British Columbia","Percentage of persons with total income $75,000 and over",11
2012,"Courtenay, British Columbia","Percentage of persons with total income $100,000 and over",5
2012,"Campbell River, British Columbia",Number of persons,35370
2012,"Campbell River, British Columbia",Percentage of persons aged 0 to 24 years,28
2012,"Campbell River, British Columbia",Percentage of persons aged 25 to 44 years,22
2012,"Campbell River, British Columbia",Percentage of persons aged 45 to 64 years,32
2012,"Campbell River, British Columbia",Percentage of persons aged 65 years and over,18
2012,"Campbell River, British Columbia","Percentage of persons with total income $15,000 and over",78
2012,"Campbell River, British Columbia","Percentage of persons with total income $25,000 and over",59
2012,"Campbell River, British Columbia","Percentage of persons with total income $35,000 and over",44
2012,"Campbell River, British Columbia","Percentage of persons with total income $50,000 and over",28
2012,"Campbell River, British Columbia","Percentage of persons with total income $75,000 and over",13
2012,"Campbell River, British Columbia","Percentage of persons with total income $100,000 and over",6
2012,"Powell River, British Columbia",Number of persons,16580
2012,"Powell River, British Columbia",Percentage of persons aged 0 to 24 years,24
2012,"Powell River, British Columbia",Percentage of persons aged 25 to 44 years,19
2012,"Powell River, British Columbia",Percentage of persons aged 45 to 64 years,33
2012,"Powell River, British Columbia",Percentage of persons aged 65 years and over,24
2012,"Powell River, British Columbia","Percentage of persons with total income $15,000 and over",76
2012,"Powell River, British Columbia","Percentage of persons with total income $25,000 and over",55
2012,"Powell River, British Columbia","Percentage of persons with total income $35,000 and over",41
2012,"Powell River, British Columbia","Percentage of persons with total income $50,000 and over",24
2012,"Powell River, British Columbia","Percentage of persons with total income $75,000 and over",10
2012,"Powell River, British Columbia","Percentage of persons with total income $100,000 and over",4
2012,"Williams Lake, British Columbia",Number of persons,17870
2012,"Williams Lake, British Columbia",Percentage of persons aged 0 to 24 years,31
2012,"Williams Lake, British Columbia",Percentage of persons aged 25 to 44 years,25
2012,"Williams Lake, British Columbia",Percentage of persons aged 45 to 64 years,29
2012,"Williams Lake, British Columbia",Percentage of persons aged 65 years and over,15
2012,"Williams Lake, British Columbia","Percentage of persons with total income $15,000 and over",77
2012,"Williams Lake, British Columbia","Percentage of persons with total income $25,000 and over",59
2012,"Williams Lake, British Columbia","Percentage of persons with total income $35,000 and over",46
2012,"Williams Lake, British Columbia","Percentage of persons with total income $50,000 and over",32
2012,"Williams Lake, British Columbia","Percentage of persons with total income $75,000 and over",15
2012,"Williams Lake, British Columbia","Percentage of persons with total income $100,000 and over",6
2012,"Quesnel, British Columbia",Number of persons,21770
2012,"Quesnel, British Columbia",Percentage of persons aged 0 to 24 years,30
2012,"Quesnel, British Columbia",Percentage of persons aged 25 to 44 years,23
2012,"Quesnel, British Columbia",Percentage of persons aged 45 to 64 years,31
2012,"Quesnel, British Columbia",Percentage of persons aged 65 years and over,16
2012,"Quesnel, British Columbia","Percentage of persons with total income $15,000 and over",76
2012,"Quesnel, British Columbia","Percentage of persons with total income $25,000 and over",56
2012,"Quesnel, British Columbia","Percentage of persons with total income $35,000 and over",43
2012,"Quesnel, British Columbia","Percentage of persons with total income $50,000 and over",30
2012,"Quesnel, British Columbia","Percentage of persons with total income $75,000 and over",15
2012,"Quesnel, British Columbia","Percentage of persons with total income $100,000 and over",6
2012,"Prince Rupert, British Columbia",Number of persons,12530
2012,"Prince Rupert, British Columbia",Percentage of persons aged 0 to 24 years,35
2012,"Prince Rupert, British Columbia",Percentage of persons aged 25 to 44 years,25
2012,"Prince Rupert, British Columbia",Percentage of persons aged 45 to 64 years,29
2012,"Prince Rupert, British Columbia",Percentage of persons aged 65 years and over,12
2012,"Prince Rupert, British Columbia","Percentage of persons with total income $15,000 and over",76
2012,"Prince Rupert, British Columbia","Percentage of persons with total income $25,000 and over",58
2012,"Prince Rupert, British Columbia","Percentage of persons with total income $35,000 and over",43
2012,"Prince Rupert, British Columbia","Percentage of persons with total income $50,000 and over",29
2012,"Prince Rupert, British Columbia","Percentage of persons with total income $75,000 and over",15
2012,"Prince Rupert, British Columbia","Percentage of persons with total income $100,000 and over",7
2012,"Kitimat, British Columbia",Number of persons,
2012,"Kitimat, British Columbia",Percentage of persons aged 0 to 24 years,
2012,"Kitimat, British Columbia",Percentage of persons aged 25 to 44 years,
2012,"Kitimat, British Columbia",Percentage of persons aged 45 to 64 years,
2012,"Kitimat, British Columbia",Percentage of persons aged 65 years and over,
2012,"Kitimat, British Columbia","Percentage of persons with total income $15,000 and over",
2012,"Kitimat, British Columbia","Percentage of persons with total income $25,000 and over",
2012,"Kitimat, British Columbia","Percentage of persons with total income $35,000 and over",
2012,"Kitimat, British Columbia","Percentage of persons with total income $50,000 and over",
2012,"Kitimat, British Columbia","Percentage of persons with total income $75,000 and over",
2012,"Kitimat, British Columbia","Percentage of persons with total income $100,000 and over",
2012,"Terrace, British Columbia",Number of persons,15850
2012,"Terrace, British Columbia",Percentage of persons aged 0 to 24 years,34
2012,"Terrace, British Columbia",Percentage of persons aged 25 to 44 years,25
2012,"Terrace, British Columbia",Percentage of persons aged 45 to 64 years,28
2012,"Terrace, British Columbia",Percentage of persons aged 65 years and over,14
2012,"Terrace, British Columbia","Percentage of persons with total income $15,000 and over",78
2012,"Terrace, British Columbia","Percentage of persons with total income $25,000 and over",61
2012,"Terrace, British Columbia","Percentage of persons with total income $35,000 and over",47
2012,"Terrace, British Columbia","Percentage of persons with total income $50,000 and over",30
2012,"Terrace, British Columbia","Percentage of persons with total income $75,000 and over",15
2012,"Terrace, British Columbia","Percentage of persons with total income $100,000 and over",7
2012,"Prince George, British Columbia",Number of persons,81720
2012,"Prince George, British Columbia",Percentage of persons aged 0 to 24 years,32
2012,"Prince George, British Columbia",Percentage of persons aged 25 to 44 years,27
2012,"Prince George, British Columbia",Percentage of persons aged 45 to 64 years,29
2012,"Prince George, British Columbia",Percentage of persons aged 65 years and over,13
2012,"Prince George, British Columbia","Percentage of persons with total income $15,000 and over",80
2012,"Prince George, British Columbia","Percentage of persons with total income $25,000 and over",63
2012,"Prince George, British Columbia","Percentage of persons with total income $35,000 and over",51
2012,"Prince George, British Columbia","Percentage of persons with total income $50,000 and over",35
2012,"Prince George, British Columbia","Percentage of persons with total income $75,000 and over",17
2012,"Prince George, British Columbia","Percentage of persons with total income $100,000 and over",8
2012,"Dawson Creek, British Columbia",Number of persons,13010
2012,"Dawson Creek, British Columbia",Percentage of persons aged 0 to 24 years,34
2012,"Dawson Creek, British Columbia",Percentage of persons aged 25 to 44 years,28
2012,"Dawson Creek, British Columbia",Percentage of persons aged 45 to 64 years,26
2012,"Dawson Creek, British Columbia",Percentage of persons aged 65 years and over,13
2012,"Dawson Creek, British Columbia","Percentage of persons with total income $15,000 and over",82
2012,"Dawson Creek, British Columbia","Percentage of persons with total income $25,000 and over",66
2012,"Dawson Creek, British Columbia","Percentage of persons with total income $35,000 and over",53
2012,"Dawson Creek, British Columbia","Percentage of persons with total income $50,000 and over",37
2012,"Dawson Creek, British Columbia","Percentage of persons with total income $75,000 and over",20
2012,"Dawson Creek, British Columbia","Percentage of persons with total income $100,000 and over",10
2012,"Fort St. John, British Columbia",Number of persons,25990
2012,"Fort St. John, British Columbia",Percentage of persons aged 0 to 24 years,37
2012,"Fort St. John, British Columbia",Percentage of persons aged 25 to 44 years,34
2012,"Fort St. John, British Columbia",Percentage of persons aged 45 to 64 years,22
2012,"Fort St. John, British Columbia",Percentage of persons aged 65 years and over,8
2012,"Fort St. John, British Columbia","Percentage of persons with total income $15,000 and over",84
2012,"Fort St. John, British Columbia","Percentage of persons with total income $25,000 and over",71
2012,"Fort St. John, British Columbia","Percentage of persons with total income $35,000 and over",60
2012,"Fort St. John, British Columbia","Percentage of persons with total income $50,000 and over",46
2012,"Fort St. John, British Columbia","Percentage of persons with total income $75,000 and over",28
2012,"Fort St. John, British Columbia","Percentage of persons with total income $100,000 and over",15
2012,"Non CMA-CA, British Columbia",Number of persons,521210
2012,"Non CMA-CA, British Columbia",Percentage of persons aged 0 to 24 years,27
2012,"Non CMA-CA, British Columbia",Percentage of persons aged 25 to 44 years,22
2012,"Non CMA-CA, British Columbia",Percentage of persons aged 45 to 64 years,32
2012,"Non CMA-CA, British Columbia",Percentage of persons aged 65 years and over,19
2012,"Non CMA-CA, British Columbia","Percentage of persons with total income $15,000 and over",75
2012,"Non CMA-CA, British Columbia","Percentage of persons with total income $25,000 and over",55
2012,"Non CMA-CA, British Columbia","Percentage of persons with total income $35,000 and over",41
2012,"Non CMA-CA, British Columbia","Percentage of persons with total income $50,000 and over",27
2012,"Non CMA-CA, British Columbia","Percentage of persons with total income $75,000 and over",13
2012,"Non CMA-CA, British Columbia","Percentage of persons with total income $100,000 and over",6
2012,"Whitehorse, Yukon",Number of persons,26010
2012,"Whitehorse, Yukon",Percentage of persons aged 0 to 24 years,30
2012,"Whitehorse, Yukon",Percentage of persons aged 25 to 44 years,30
2012,"Whitehorse, Yukon",Percentage of persons aged 45 to 64 years,30
2012,"Whitehorse, Yukon",Percentage of persons aged 65 years and over,9
2012,"Whitehorse, Yukon","Percentage of persons with total income $15,000 and over",85
2012,"Whitehorse, Yukon","Percentage of persons with total income $25,000 and over",72
2012,"Whitehorse, Yukon","Percentage of persons with total income $35,000 and over",61
2012,"Whitehorse, Yukon","Percentage of persons with total income $50,000 and over",46
2012,"Whitehorse, Yukon","Percentage of persons with total income $75,000 and over",24
2012,"Whitehorse, Yukon","Percentage of persons with total income $100,000 and over",10
2012,"Non CMA-CA, Yukon",Number of persons,7420
2012,"Non CMA-CA, Yukon",Percentage of persons aged 0 to 24 years,30
2012,"Non CMA-CA, Yukon",Percentage of persons aged 25 to 44 years,26
2012,"Non CMA-CA, Yukon",Percentage of persons aged 45 to 64 years,32
2012,"Non CMA-CA, Yukon",Percentage of persons aged 65 years and over,12
2012,"Non CMA-CA, Yukon","Percentage of persons with total income $15,000 and over",79
2012,"Non CMA-CA, Yukon","Percentage of persons with total income $25,000 and over",62
2012,"Non CMA-CA, Yukon","Percentage of persons with total income $35,000 and over",48
2012,"Non CMA-CA, Yukon","Percentage of persons with total income $50,000 and over",31
2012,"Non CMA-CA, Yukon","Percentage of persons with total income $75,000 and over",14
2012,"Non CMA-CA, Yukon","Percentage of persons with total income $100,000 and over",5
2012,"Yellowknife, Northwest Territories",Number of persons,18900
2012,"Yellowknife, Northwest Territories",Percentage of persons aged 0 to 24 years,35
2012,"Yellowknife, Northwest Territories",Percentage of persons aged 25 to 44 years,35
2012,"Yellowknife, Northwest Territories",Percentage of persons aged 45 to 64 years,26
2012,"Yellowknife, Northwest Territories",Percentage of persons aged 65 years and over,4
2012,"Yellowknife, Northwest Territories","Percentage of persons with total income $15,000 and over",84
2012,"Yellowknife, Northwest Territories","Percentage of persons with total income $25,000 and over",75
2012,"Yellowknife, Northwest Territories","Percentage of persons with total income $35,000 and over",67
2012,"Yellowknife, Northwest Territories","Percentage of persons with total income $50,000 and over",56
2012,"Yellowknife, Northwest Territories","Percentage of persons with total income $75,000 and over",39
2012,"Yellowknife, Northwest Territories","Percentage of persons with total income $100,000 and over",23
2012,"Non CMA-CA, Northwest Territories",Number of persons,22230
2012,"Non CMA-CA, Northwest Territories",Percentage of persons aged 0 to 24 years,41
2012,"Non CMA-CA, Northwest Territories",Percentage of persons aged 25 to 44 years,28
2012,"Non CMA-CA, Northwest Territories",Percentage of persons aged 45 to 64 years,24
2012,"Non CMA-CA, Northwest Territories",Percentage of persons aged 65 years and over,8
2012,"Non CMA-CA, Northwest Territories","Percentage of persons with total income $15,000 and over",70
2012,"Non CMA-CA, Northwest Territories","Percentage of persons with total income $25,000 and over",55
2012,"Non CMA-CA, Northwest Territories","Percentage of persons with total income $35,000 and over",46
2012,"Non CMA-CA, Northwest Territories","Percentage of persons with total income $50,000 and over",36
2012,"Non CMA-CA, Northwest Territories","Percentage of persons with total income $75,000 and over",24
2012,"Non CMA-CA, Northwest Territories","Percentage of persons with total income $100,000 and over",14
