Ref_Date,GEO,STAT,SUMMARY,Value
2011,Newfoundland and Labrador,Average expenditure per household,Health care by general practitioners and specialists,4
2012,Newfoundland and Labrador,Average expenditure per household,Health care by general practitioners and specialists,2
2013,Newfoundland and Labrador,Average expenditure per household,Health care by general practitioners and specialists,10
2010,Newfoundland and Labrador,Average expenditure per household,"Weight control programs, smoking cessation programs and other medical services",27
2011,Newfoundland and Labrador,Average expenditure per household,"Weight control programs, smoking cessation programs and other medical services",27
2012,Newfoundland and Labrador,Average expenditure per household,"Weight control programs, smoking cessation programs and other medical services",44
2013,Newfoundland and Labrador,Average expenditure per household,"Weight control programs, smoking cessation programs and other medical services",21
2010,Newfoundland and Labrador,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",12
2011,Newfoundland and Labrador,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",13
2012,Newfoundland and Labrador,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",4
2013,Newfoundland and Labrador,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",21
2010,Newfoundland and Labrador,Average expenditure per household,Prescription eye wear,103
2011,Newfoundland and Labrador,Average expenditure per household,Prescription eye wear,116
2012,Newfoundland and Labrador,Average expenditure per household,Prescription eye wear,98
2013,Newfoundland and Labrador,Average expenditure per household,Prescription eye wear,110
2010,Newfoundland and Labrador,Average expenditure per household,Non-prescription eye wear and other eye-care goods,F
2011,Newfoundland and Labrador,Average expenditure per household,Non-prescription eye wear and other eye-care goods,F
2012,Newfoundland and Labrador,Average expenditure per household,Non-prescription eye wear and other eye-care goods,F
2013,Newfoundland and Labrador,Average expenditure per household,Non-prescription eye wear and other eye-care goods,F
2010,Newfoundland and Labrador,Average expenditure per household,"Eye-care services (e.g. surgery, exams)",57
2011,Newfoundland and Labrador,Average expenditure per household,"Eye-care services (e.g. surgery, exams)",78
2012,Newfoundland and Labrador,Average expenditure per household,"Eye-care services (e.g. surgery, exams)",88
2013,Newfoundland and Labrador,Average expenditure per household,"Eye-care services (e.g. surgery, exams)",64
2010,Newfoundland and Labrador,Average expenditure per household,Dental services,231
2011,Newfoundland and Labrador,Average expenditure per household,Dental services,217
2012,Newfoundland and Labrador,Average expenditure per household,Dental services,232
2013,Newfoundland and Labrador,Average expenditure per household,Dental services,262
2010,Newfoundland and Labrador,Average expenditure per household,Private health care plan premiums,455
2011,Newfoundland and Labrador,Average expenditure per household,Private health care plan premiums,458
2012,Newfoundland and Labrador,Average expenditure per household,Private health care plan premiums,546
2013,Newfoundland and Labrador,Average expenditure per household,Private health care plan premiums,520
2010,Newfoundland and Labrador,Average expenditure per household,Dental plan premiums,51
2011,Newfoundland and Labrador,Average expenditure per household,Dental plan premiums,71
2012,Newfoundland and Labrador,Average expenditure per household,Dental plan premiums,87
2013,Newfoundland and Labrador,Average expenditure per household,Dental plan premiums,98
2010,Newfoundland and Labrador,Average expenditure per household,Accident or disability insurance premiums,114
2011,Newfoundland and Labrador,Average expenditure per household,Accident or disability insurance premiums,124
2012,Newfoundland and Labrador,Average expenditure per household,Accident or disability insurance premiums,125
2013,Newfoundland and Labrador,Average expenditure per household,Accident or disability insurance premiums,170
2010,Newfoundland and Labrador,Average expenditure per household,Personal care,745
2011,Newfoundland and Labrador,Average expenditure per household,Personal care,992
2012,Newfoundland and Labrador,Average expenditure per household,Personal care,1048
2013,Newfoundland and Labrador,Average expenditure per household,Personal care,962
2010,Newfoundland and Labrador,Average expenditure per household,Hair care products,94
2011,Newfoundland and Labrador,Average expenditure per household,Hair care products,108
2012,Newfoundland and Labrador,Average expenditure per household,Hair care products,122
2013,Newfoundland and Labrador,Average expenditure per household,Hair care products,54
2010,Newfoundland and Labrador,Average expenditure per household,"Makeup, skin care and manicure products",125
2011,Newfoundland and Labrador,Average expenditure per household,"Makeup, skin care and manicure products",122
2012,Newfoundland and Labrador,Average expenditure per household,"Makeup, skin care and manicure products",162
2013,Newfoundland and Labrador,Average expenditure per household,"Makeup, skin care and manicure products",94
2010,Newfoundland and Labrador,Average expenditure per household,Fragrance products,F
2011,Newfoundland and Labrador,Average expenditure per household,Fragrance products,F
2012,Newfoundland and Labrador,Average expenditure per household,Fragrance products,F
2013,Newfoundland and Labrador,Average expenditure per household,Fragrance products,F
2010,Newfoundland and Labrador,Average expenditure per household,Personal deodorants,14
2011,Newfoundland and Labrador,Average expenditure per household,Personal deodorants,17
2012,Newfoundland and Labrador,Average expenditure per household,Personal deodorants,F
2013,Newfoundland and Labrador,Average expenditure per household,Personal deodorants,F
2010,Newfoundland and Labrador,Average expenditure per household,Body soaps,41
2011,Newfoundland and Labrador,Average expenditure per household,Body soaps,52
2012,Newfoundland and Labrador,Average expenditure per household,Body soaps,44
2013,Newfoundland and Labrador,Average expenditure per household,Body soaps,40
2010,Newfoundland and Labrador,Average expenditure per household,Oral hygiene products,42
2011,Newfoundland and Labrador,Average expenditure per household,Oral hygiene products,58
2012,Newfoundland and Labrador,Average expenditure per household,Oral hygiene products,48
2013,Newfoundland and Labrador,Average expenditure per household,Oral hygiene products,51
2010,Newfoundland and Labrador,Average expenditure per household,Disposable diapers,47
2011,Newfoundland and Labrador,Average expenditure per household,Disposable diapers,F
